GT	gemma2-9b-Q8	llama3.1-8b-Q8	mistral-nemo-12b-Q8	phi3-8b-medium-Q8	qwen2-7b-Q8	Llama3.1 ft v1	Llama3.1 ft v2
CWE-502	CWE-999	CWE-502	CWE-502		CWE-502	CWE-502	CWE-502
CWE-78	CWE-78	CWE-78	CWE-78	CWE-89	CWE-78	CWE-78	CWE-78
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-913	CWE-787	CWE-78	CWE-94	CWE-92	CWE-295	CWE-94	"<|begin_of_text|><|im_start|>system
Analyze the following CVE description and map it to the appropriate CWE. Provide a brief justification for your choice. Ensure the last line of your response contains only the CWE ID.<|im_end|>
<|im_start|>user
NVIDIA DGX A100 SBIOS contains a vulnerability where a user may cause a dynamic variable evaluation by local access. A successful exploit of this vulnerability may lead to denial of service.<|im_end|>
<|im_start||>cwe-94|<|im_end|>"
CWE-79	CWE-79	CWE-79	CWE-79		CWE-79	CWE-79	CWE-79
CWE-400	CWE-401	CWE-412	CWE-404	CWE-416	CWE-106	CWE-362	CWE-366
CWE-89	CWE-20	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-94
CWE-613	CWE-798	CWE-287	CWE-306	CWE-327	CWE-617	CWE-287	CWE-384
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-862	CWE-287	CWE-285	CWE-384	CWE-285	CWE-264	CWE-284	CWE-284
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79		CWE-79	CWE-79	CWE-79
CWE-639	CWE-287	CWE-284	CWE-489	CWE-20	CWE-890	CWE-862	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-502	CWE-999	CWE-502	CWE-502	CWE-502	CWE-349	CWE-502	CWE-502
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-119	CWE-121
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-120	CWE-120	CWE-119	CWE-121	CWE-120	CWE-787	CWE-119	CWE-119
CWE-732	CWE-287	CWE-284	CWE-732	CWE-20	CWE-269	CWE-732	CWE-664
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-120	CWE-120	CWE-120	CWE-121	CWE-120	CWE-120	CWE-119	CWE-120
CWE-798	CWE-798	CWE-798	CWE-256	CWE-259	CWE-798	CWE-798	CWE-259
CWE-78	CWE-79	CWE-78	CWE-78	CWE-89	CWE-78	CWE-78	CWE-78
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-434	CWE-79	CWE-22	CWE-498	CWE-23	CWE-665	CWE-287	CWE-22
CWE-502	CWE-999	CWE-502	CWE-502	CWE-20	CWE-502	CWE-502	CWE-502
CWE-120	CWE-120	CWE-119	CWE-121	CWE-120	CWE-120	CWE-190	CWE-119
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-75	CWE-20	CWE-79	CWE-79	CWE-20	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-75	CWE-20	CWE-20	CWE-79	CWE-20	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-401	CWE-416	CWE-401	CWE-401	CWE-499	CWE-401	CWE-416	CWE-401
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-22	CWE-94	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-362	CWE-362	CWE-416	CWE-362	CWE-419	CWE-369	CWE-362	CWE-703
CWE-116	CWE-79	CWE-20	CWE-134	CWE-319	CWE-132	CWE-20	CWE-131
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-119	CWE-787	CWE-119	CWE-121	CWE-120	CWE-190	CWE-20	CWE-119
CWE-22	CWE-220	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-73
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-532	CWE-532	CWE-200	CWE-534	CWE-20	CWE-532	CWE-200	CWE-259
CWE-434	CWE-434	CWE-434	CWE-434	CWE-341	CWE-113	CWE-434	CWE-434
CWE-668	CWE-416	CWE-401	CWE-416	CWE-416	CWE-672	CWE-416	CWE-9
CWE-79	CWE-79	CWE-79	CWE-79	CWE-20	CWE-79	CWE-79	CWE-79
CWE-918	CWE-918	CWE-918	CWE-918	CWE-312	CWE-565	CWE-918	CWE-918
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-352	CWE-352	CWE-352	CWE-352	CWE-287	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-94
CWE-362	CWE-362	CWE-345	CWE-362	CWE-369	CWE-369	CWE-362	CWE-345
CWE-434	CWE-434	CWE-434	CWE-434	CWE-379	CWE-430	CWE-434	CWE-434
CWE-754	CWE-120	CWE-119	CWE-125	CWE-120	CWE-190	CWE-119	CWE-476
CWE-611	CWE-78	CWE-94	CWE-20	CWE-284	CWE-20	CWE-20	CWE-94
CWE-125	CWE-120	CWE-125	CWE-787	CWE-253	CWE-126	CWE-125	CWE-119
CWE-94	CWE-79	CWE-94	CWE-94		CWE-94	CWE-285	CWE-94
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-300	CWE-352	CWE-300	CWE-319	CWE-319	CWE-295	CWE-319	CWE-300
CWE-436	CWE-75	CWE-20	CWE-113	CWE-601	CWE-640	CWE-20	CWE-676
CWE-125	CWE-20	CWE-119	CWE-125	CWE-679	CWE-125	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-190	CWE-119	CWE-121
CWE-434	CWE-75	CWE-434	CWE-434	CWE-91	CWE-434	CWE-20	CWE-434
CWE-79	CWE-94	CWE-20	CWE-20	CWE-79	CWE-119	CWE-79	CWE-79
CWE-362	CWE-352	CWE-362	CWE-367	CWE-362	CWE-369	CWE-362	CWE-362
CWE-863	CWE-287	CWE-285	CWE-306	CWE-350	CWE-862	CWE-285	CWE-285
CWE-610	CWE-426	CWE-73	CWE-20	CWE-23	CWE-22	CWE-22	CWE-73
CWE-94	CWE-78	CWE-94	CWE-89	CWE-89	CWE-89	CWE-94	CWE-94
CWE-59	CWE-798	CWE-269	CWE-269	CWE-257	CWE-287	CWE-20	CWE-264
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-120	CWE-120	CWE-119	CWE-121	CWE-120	CWE-120	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-125	CWE-120	CWE-119	CWE-121	CWE-625	CWE-125	CWE-125	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-119	CWE-37	CWE-400	CWE-399	CWE-312	CWE-401	CWE-400	CWE-400
CWE-77	CWE-94	CWE-88	CWE-74	CWE-78	CWE-78	CWE-78	CWE-94
CWE-319	CWE-319	CWE-319	CWE-319	CWE-250	CWE-315	CWE-319	CWE-319
CWE-532	CWE-531	CWE-200	CWE-201	CWE-200	CWE-200	CWE-200	CWE-200
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-77	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-346	CWE-476	CWE-345	CWE-613	CWE-317	CWE-319	CWE-345	CWE-601
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-119	CWE-121
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-640	CWE-798	CWE-521	CWE-287	CWE-250	CWE-798	CWE-521	CWE-259
CWE-436	CWE-79	CWE-20	CWE-20	CWE-609	CWE-601	CWE-20	CWE-20
CWE-346	CWE-732	CWE-264	CWE-86	CWE-284	CWE-269	CWE-22	CWE-264
CWE-502	CWE-20	CWE-502	CWE-502	CWE-502	CWE-502	CWE-94	CWE-502
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-601	CWE-79	CWE-94
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-798	CWE-798	CWE-20	CWE-20	CWE-20	CWE-895	CWE-20	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-119	CWE-120	CWE-119	CWE-121	CWE-120	CWE-120	CWE-119	CWE-119
CWE-787	CWE-416	CWE-119	CWE-121	CWE-120	CWE-120	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79			CWE-79	CWE-79	CWE-79
CWE-476	CWE-476	CWE-476	CWE-476	CWE-479	CWE-476	CWE-476	CWE-119
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-94	CWE-476	CWE-426	CWE-255	CWE-502	CWE-200	CWE-78	CWE-426
CWE-78	CWE-78	CWE-78	CWE-78	CWE-89	CWE-78	CWE-78	CWE-78
CWE-276	CWE-754	CWE-269	CWE-286	CWE-231	CWE-732	CWE-22	CWE-22
CWE-434	CWE-75	CWE-434	CWE-434	CWE-91	CWE-434	CWE-434	CWE-434
CWE-125	CWE-120	CWE-119	CWE-121	CWE-120	CWE-126	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-281	CWE-287	CWE-426	CWE-693	CWE-20	CWE-863	CWE-200	CWE-284
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-352	CWE-79	CWE-79	CWE-352	CWE-79	CWE-352	CWE-79	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-20	CWE-79	CWE-79	CWE-79
CWE-77	CWE-78	CWE-78	CWE-78	CWE-89	CWE-78	CWE-78	CWE-77
CWE-22	CWE-22	CWE-22		CWE-22	CWE-22	CWE-22	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-269	CWE-798	CWE-264	CWE-269	CWE-284	CWE-269	CWE-269	CWE-264
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-787	CWE-120	CWE-121	CWE-467	CWE-120	CWE-762	CWE-119	CWE-121
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-120	CWE-120	CWE-119	CWE-121	CWE-120	CWE-120	CWE-119	CWE-119
CWE-352	CWE-352	CWE-352	CWE-352	CWE-354	CWE-352	CWE-352	CWE-352
CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-347	CWE-347	CWE-345	CWE-347	CWE-326	CWE-617	CWE-345	CWE-345
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-94	CWE-79	CWE-94	CWE-863	CWE-89	CWE-20	CWE-78	CWE-22
CWE-121	CWE-120	CWE-120	CWE-121	CWE-120	CWE-120	CWE-119	CWE-120
CWE-79	CWE-75	CWE-20	CWE-79	CWE-79	CWE-601	CWE-79	CWE-79
CWE-352	CWE-352	CWE-352	CWE-352	CWE-354	CWE-352	CWE-352	CWE-352
CWE-369	CWE-591	CWE-119	CWE-190	CWE-392	CWE-190	CWE-571	CWE-190
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-94	CWE-77	CWE-94	CWE-89	CWE-120	CWE-89	CWE-94	CWE-94
CWE-346	CWE-798	CWE-306	CWE-94	CWE-20	CWE-862	CWE-20	CWE-269
CWE-427	CWE-401	CWE-426	CWE-94	CWE-89	CWE-601	CWE-94	CWE-94
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-215	CWE-20	CWE-200	CWE-203	CWE-20		CWE-200	CWE-200
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-611	CWE-79	CWE-94
CWE-120	CWE-120	CWE-119	CWE-121	CWE-120	CWE-120	CWE-119	CWE-121
CWE-125	CWE-330	CWE-20	CWE-125	CWE-120	CWE-617	CWE-362	CWE-758
CWE-670	CWE-528	CWE-287	CWE-306	CWE-257	CWE-522	CWE-287	CWE-287
CWE-862	CWE-284	CWE-264	CWE-269	CWE-20	CWE-862	CWE-732	CWE-264
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-20	CWE-20	CWE-79	CWE-79	CWE-601	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-78	CWE-78	CWE-78	CWE-78	CWE-22	CWE-78	CWE-77	CWE-78
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-78	CWE-79	CWE-78	CWE-78	CWE-89	CWE-78	CWE-78	CWE-78
CWE-787	CWE-787	CWE-119	CWE-121	CWE-125	CWE-126	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-416	CWE-416	CWE-416	CWE-416	CWE-429	CWE-416	CWE-416	CWE-416
CWE-94	CWE-79	CWE-78	CWE-78		CWE-259	CWE-78	CWE-94
CWE-787	CWE-190	CWE-476	CWE-693	CWE-20	CWE-897	CWE-122	CWE-476
CWE-476	CWE-120	CWE-476	CWE-476	CWE-416	CWE-664	CWE-476	CWE-476
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-120	CWE-120	CWE-119	CWE-121	CWE-120	CWE-787	CWE-119	CWE-119
CWE-89	CWE-89	CWE-20	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-203	CWE-352	CWE-331	CWE-426	CWE-20	CWE-756	CWE-200	CWE-330
CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-436	CWE-79	CWE-345	CWE-602	CWE-594	CWE-640	CWE-20	CWE-345
CWE-125	CWE-120	CWE-119	CWE-125	CWE-125	CWE-125	CWE-125	CWE-119
CWE-77	CWE-78	CWE-78	CWE-78		CWE-78	CWE-78	CWE-94
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-119	CWE-120	CWE-119	CWE-121	CWE-20	CWE-125	CWE-119	CWE-119
CWE-416	CWE-399	CWE-416	CWE-476	CWE-419	CWE-415	CWE-457	CWE-457
CWE-476	CWE-20	CWE-476	CWE-476	CWE-20	CWE-476	CWE-20	CWE-457
CWE-862	CWE-287	CWE-285	CWE-284	CWE-284	CWE-862	CWE-285	CWE-285
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-295	CWE-312	CWE-295	CWE-321	CWE-257	CWE-611	CWE-295	CWE-494
CWE-835	CWE-754	CWE-561	CWE-843	CWE-79	CWE-897	CWE-835	CWE-665
CWE-665	CWE-787	CWE-119	CWE-680	CWE-119	CWE-125	CWE-119	CWE-119
CWE-79	CWE-79	CWE-94	CWE-749	CWE-79	CWE-601	CWE-79	CWE-94
CWE-20	CWE-732	CWE-20	CWE-20	CWE-20	CWE-601	CWE-20	CWE-20
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-203	CWE-352	CWE-119	CWE-122	CWE-902	CWE-209	CWE-200	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-862	CWE-287	CWE-285		CWE-20	CWE-862	CWE-284	CWE-284
CWE-416	CWE-416	CWE-416	CWE-416	CWE-493	CWE-416	CWE-416	CWE-416
CWE-787	CWE-120	CWE-121	CWE-415	CWE-120	CWE-762	CWE-119	CWE-121
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-120	CWE-119	CWE-121	CWE-125	CWE-126	CWE-125	CWE-119
CWE-284	CWE-284	CWE-284	CWE-863	CWE-20	CWE-862	CWE-284	CWE-284
CWE-416	CWE-416	CWE-416	CWE-416	CWE-120	CWE-416	CWE-416	CWE-9
CWE-362	CWE-362	CWE-665	CWE-367	CWE-369	CWE-369	CWE-362	CWE-362
CWE-120	CWE-120	CWE-120		CWE-120	CWE-120	CWE-119	CWE-120
CWE-614	CWE-698	CWE-613	CWE-614	CWE-648	CWE-319	CWE-512	CWE-613
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-295	CWE-330	CWE-327	CWE-310	CWE-320	CWE-327	CWE-327	CWE-329
CWE-522	CWE-522	CWE-798	CWE-256	CWE-250	CWE-522	CWE-522	CWE-259
CWE-203	CWE-327	CWE-287		CWE-257	CWE-209	CWE-287	CWE-287
CWE-190	CWE-120	CWE-119	CWE-787	CWE-689	CWE-190	CWE-119	CWE-119
CWE-755	CWE-758	CWE-703	CWE-134	CWE-120	CWE-754	CWE-119	CWE-703
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-78	CWE-78	CWE-78	CWE-78	CWE-89	CWE-78	CWE-78	CWE-78
CWE-209	CWE-20	CWE-200	CWE-209	CWE-20	CWE-209	CWE-209	CWE-200
CWE-416	CWE-416	CWE-416	CWE-415	CWE-426	CWE-416	CWE-416	CWE-416
CWE-294	CWE-287	CWE-287	CWE-306	CWE-319	CWE-256	CWE-287	CWE-300
CWE-798	CWE-798	CWE-321	CWE-312	CWE-250	CWE-523	CWE-798	CWE-321
CWE-532	CWE-306	CWE-319	CWE-538	CWE-20	CWE-532	CWE-200	CWE-259
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-401	CWE-401	CWE-401	CWE-415	CWE-479	CWE-476	CWE-119	CWE-401
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-617	CWE-79	CWE-79
CWE-400	CWE-120	CWE-400	CWE-400	CWE-125	CWE-197	CWE-400	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-78	CWE-20	CWE-78	CWE-78	CWE-78	CWE-22	CWE-78	CWE-89
CWE-287	CWE-287	CWE-284	CWE-306	CWE-284	CWE-863	CWE-287	CWE-284
CWE-426	CWE-127	CWE-426	CWE-426	CWE-20	CWE-312	CWE-426	CWE-426
CWE-89	CWE-200	CWE-200	CWE-200	CWE-20	CWE-200	CWE-20	CWE-200
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-862	CWE-287	CWE-285	CWE-306	CWE-20	CWE-862	CWE-284	CWE-287
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-354	CWE-20	CWE-345	CWE-611	CWE-347	CWE-617	CWE-345	CWE-345
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-119	CWE-121
CWE-427	CWE-447	CWE-426	CWE-427	CWE-23	CWE-427	CWE-426	CWE-427
CWE-191	CWE-120	CWE-119	CWE-121	CWE-120	CWE-125	CWE-119	CWE-119
CWE-798	CWE-253	CWE-312	CWE-798	CWE-259	CWE-295	CWE-798	CWE-259
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-369	CWE-190	CWE-119	CWE-183	CWE-312	CWE-190	CWE-187	CWE-476
CWE-862	CWE-264	CWE-22	CWE-200	CWE-284	CWE-20	CWE-20	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-611	CWE-79	CWE-79
CWE-203	CWE-200	CWE-200	CWE-200	CWE-315	CWE-200	CWE-200	CWE-200
CWE-787	CWE-120	CWE-119	CWE-680	CWE-120	CWE-190	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-94
CWE-22	CWE-98	CWE-98	CWE-22	CWE-59	CWE-22	CWE-94	CWE-22
CWE-120	CWE-190	CWE-190	CWE-680	CWE-312	CWE-190	CWE-190	CWE-190
CWE-272	CWE-287	CWE-285	CWE-269	CWE-263	CWE-269	CWE-863	CWE-284
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-502	CWE-998	CWE-502	CWE-502	CWE-502	CWE-502	CWE-94	CWE-502
CWE-404	CWE-73	CWE-400	CWE-400	CWE-20	CWE-400	CWE-400	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-94
CWE-404	CWE-732	CWE-400	CWE-399		CWE-400	CWE-400	CWE-400
CWE-89	CWE-94	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-209	CWE-287	CWE-287	CWE-306	CWE-250		CWE-287	CWE-284
CWE-1321	CWE-119	CWE-20	CWE-436	CWE-250	CWE-1327	CWE-672	CWE-601
CWE-190	CWE-127	CWE-190	CWE-121	CWE-190	CWE-190	CWE-190	CWE-190
CWE-1236	CWE-79	CWE-94	CWE-74	CWE-20	CWE-123	CWE-94	CWE-94
CWE-345	CWE-20	CWE-20	CWE-384	CWE-368	CWE-20	CWE-20	CWE-20
CWE-347	CWE-312	CWE-345	CWE-306	CWE-326	CWE-319	CWE-287	CWE-345
CWE-416	CWE-416	CWE-416	CWE-415	CWE-416	CWE-415	CWE-416	CWE-416
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-352	CWE-352	CWE-352	CWE-352	CWE-354	CWE-352	CWE-352	CWE-352
CWE-798	CWE-758	CWE-319	CWE-798	CWE-259	CWE-295	CWE-522	CWE-312
CWE-119	CWE-190	CWE-119	CWE-119	CWE-754	CWE-129	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-362	CWE-79	CWE-94	CWE-79	CWE-89	CWE-680	CWE-94	CWE-601
CWE-776	CWE-78	CWE-95	CWE-611	CWE-59	CWE-617	CWE-20	CWE-400
CWE-843	CWE-189	CWE-426	CWE-124	CWE-20	CWE-122	CWE-843	CWE-476
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-94	CWE-807	CWE-73	CWE-601	CWE-79	CWE-601
CWE-434	CWE-77	CWE-434	CWE-434	CWE-91	CWE-494	CWE-434	CWE-434
CWE-79	CWE-79	CWE-79	CWE-79	CWE-313	CWE-79	CWE-79	CWE-79
CWE-94	CWE-75	CWE-20	CWE-20	CWE-20	CWE-120	CWE-20	CWE-20
CWE-77	CWE-78	CWE-78	CWE-74	CWE-22	CWE-78	CWE-78	CWE-78
CWE-697	CWE-78	CWE-120	CWE-94		CWE-20	CWE-94	CWE-269
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-352	CWE-352	CWE-352	CWE-352	CWE-354	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-77	CWE-94	CWE-89	CWE-78	CWE-78	CWE-78	CWE-78	CWE-88
CWE-787	CWE-416	CWE-122		CWE-119	CWE-190	CWE-122	CWE-122
CWE-787	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-121	CWE-121
CWE-22	CWE-434	CWE-22	CWE-20	CWE-23	CWE-434	CWE-434	CWE-22
CWE-843	CWE-189	CWE-426	CWE-124	CWE-20	CWE-122	CWE-20	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-476	CWE-476	CWE-476	CWE-476	CWE-50	CWE-476	CWE-476	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-119	CWE-120	CWE-119	CWE-125	CWE-120	CWE-125	CWE-119	CWE-119
CWE-434	CWE-75	CWE-434	CWE-434	CWE-91	CWE-494	CWE-434	CWE-434
CWE-125	CWE-120	CWE-125	CWE-121		CWE-125	CWE-125	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-287	CWE-732	CWE-295	CWE-306	CWE-609	CWE-644	CWE-20	CWE-295
CWE-787	CWE-120	CWE-121	CWE-415	CWE-120	CWE-762	CWE-119	CWE-121
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-613	CWE-312	CWE-613	CWE-384	CWE-250	CWE-319	CWE-384	CWE-384
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-78	CWE-94	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
